,MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
4137,The Larva Island Movie,(2020),"
Animation, Adventure, Comedy            ",5.1,"
In this movie sequel to the hit series, Chuck returns home and talks to a reporter about life on the island with zany larva pals Red and Yellow","
    Director:
Byoung-Wook Ahn
|
    Stars:
Hong Bum-ki,
Kang Shi Hyun,
Eddy Lee
",541,89.0,
7529, Unsolved Mysteries,(2020– ),"
Documentary, Crime, Mystery            ",8.1,"
When an aristocrat and his entire family disappear, the authorities unearth something horrifying.","
    Director:
Clay Jeter
|
    Stars:
Anne-Sophie Martin,
Estelle Chapon,
Jean-Marc Bloch,
Bruno de Stabenrath
","1,210",45.0,
7874, Disenchantment,(2018– ),"
Animation, Action, Adventure            ",,"
Add a Plot
","
",,,
4411,Sugar Rush Christmas,(2019– ),"
Reality-TV            ",6.9,"
Four sets of bakers compete in Christmas themed baking challenges. First round is cupcakes, second round confections, and final round cakes. After each challenge one group is eliminated and the winner of the final challenge gets $10,000.","

    Stars:
Hunter March,
Candace Nelson,
Adriano Zumbo,
Meryl Davis
",473,,
5053,Trailer Park Boys: Live at the North Pole,(2014 TV Movie),"
Comedy            ",6.3,"
The Trailer Park Boys trick Ricky into going to Minneapolis by telling him it's in the North Pole. Once in Minneapolis the present a live Christmas themed show.","
    Directors:
Mike Smith,
John Paul Tremblay,
Robb Wells,
Jason Eisener
|
    Stars:
John Paul Tremblay,
Robb Wells,
Mike Smith,
John Dunsworth
","1,027",88.0,
3574,Cardboard Gangsters,(2017),"
Crime, Drama            ",6.4,"
A group of young Cardboard Gangsters attempt to gain control of the drug trade in Darndale, chasing the glorified lifestyle of money, power and sex.","
    Director:
Mark O'Connor
|
    Stars:
John Connors,
Fionn Walton,
Kierston Wareing,
Jimmy Smallhorne
","2,788",92.0,
2218,Barry,(II) (2016),"
Biography, Drama            ",5.8,"
A look into the early life of U.S. President Barack Obama.","
    Director:
Vikram Gandhi
|
    Stars:
Devon Terrell,
Anya Taylor-Joy,
Jason Mitchell,
Ellar Coltrane
","6,821",104.0,
9185, Power Rangers: Dino Fury,(2021),"
Action, Adventure, Comedy            ",,"
Add a Plot
","

    Stars:
Russell Curry,
Hunter Deno,
Kainalu Moya,
Tessa Rao
",,21.0,
6860, The English Game,(2020– ),"
Drama, History, Sport            ",7.6,"
As Fergus brings new life to the football club, emotions run high when a wage cut is imposed at the mills. Arthur makes a new connection in Darwen.","
    Director:
Birgitte Stærmose
|
    Stars:
Edward Holcroft,
Kevin Guthrie,
Charlotte Hope,
Niamh Walsh
",439,,
9402, Son of Abish,(2014– ),"
Comedy, Talk-Show            ",,"
On this episode of Son Of Abish, watch AK battle AK until one of the AKs emerges victorious. Which AK will it be? There's only one way to find out.","

    Stars:
Abish Mathew,
Anil Kapoor,
Anurag Kashyap
",,,
50,Fargo,(2014– ),"
Crime, Drama, Thriller            ",8.9,"
Various chronicles of deception, intrigue and murder in and around frozen Minnesota. Yet all of these tales mysteriously lead back one way or another to Fargo, North Dakota.","

    Stars:
Billy Bob Thornton,
Martin Freeman,
Allison Tolman,
Colin Hanks
","341,221",53.0,
8647, Rebecka Martinsson,(2017– ),"
Crime, Drama, Mystery            ",6.5,"
Add a Plot
","
    Director:
Fredrik Edfeldt
|
    Stars:
Sascha Zacharias,
Eva Melander,
Thomas Oredsson,
Jakob Öhrman
",76,45.0,
9112, Vikings: Valhalla,,"
Action, Adventure, Drama            ",,"
Add a Plot
","

    Stars:
Laura Berlin,
Sam Corlett,
Ethan Dillon,
Bradley Freegard
",,,
7568, Riverdale,(2017– ),"
Crime, Drama, Mystery            ",7.2,"
Veronica digs deep for justice; Betty explores her future and complex past; Stonewall Prep celebrates a literary franchise; Archie finds himself the unexpected target of the local businesses.","
    Director:
Harry Jierjian
|
    Stars:
K.J. Apa,
Lili Reinhart,
Camila Mendes,
Cole Sprouse
",781,41.0,
2816,Bon Bini Holland,(2015),"
Comedy            ",5.5,"
Robertico is forced to pay 200.000 gulden in damages due to a dodgy dealing. He pretends to be a business man to obtain an investment from the rich Ken Maduro. Until he falls in love with Ken's daughter.","
    Director:
Jelle de Jonge
|
    Stars:
Jandino Asporaat,
Sergio IJssel,
Liliana de Vries,
Alpha Oumar Barry
","1,211",85.0,
3021,"Crack: Cocaine, Corruption & Conspiracy",(2021),"
Documentary, Crime, History            ",6.7,"
In the early 1980s, the crack epidemic tore through America’s inner cities like a tsunami, ravaging all in its wake.","
    Director:
Stanley Nelson
|
    Stars:
Elizabeth Hinton,
Nelson George,
Alan Charles,
Felipe Luciano
","2,795",89.0,
5096,Buddi,(2020– ),"
Animation            ",7.0,"
Add a Plot
","

    Stars:
Greta Jameson,
Ralf Jameson,
Clementine Laikin,
Felix Laikin
",48,,
5951,De held,(2016),"
Crime, History, Thriller            ",5.0,"
Sara Silverstein suddenly finds herself involved in various violent attacks. She realizes she needs to unravel her father's past to stop this threat.","
    Director:
Menno Meyjes
|
    Stars:
Monic Hendrickx,
Fedja van Huêt,
Daan Schuurmans,
Susan Visser
",409,96.0,
628,The Amazing World of Gumball,(2011–2019),"
Animation, Adventure, Comedy            ",8.2,"
The life of a twelve-year-old boy who happens to be a blue cat as he lives with his family and other strange creatures.","

    Stars:
Dan Russell,
Teresa Gallagher,
Kerry Shale,
Kyla Rae Kowalewski
","24,448",11.0,
8520, WWE's the Bump,(2019– ),"
Talk-Show, Sport            ",,"
Otis and Mandy Rose will let the WWE Universe in on all the latest with them as they join the crew of WWE's The Bump. Also stopping by to chat will be Big Show, Christian, Io Shirai, William Regal and Irwin R. Schyster.","

    Stars:
Kayla Becker,
Matt Camp,
Evan Mack,
Ryan Pappolla
",,90.0,
2232,Miss Americana,(2020),"
Documentary, Biography, Music            ",7.4,"
A look at iconic pop artist Taylor Swift during a transformational time in her life as she embraces her role as a singer/songwriter and harnesses the full power of her voice.","
    Director:
Lana Wilson
|
    Stars:
Taylor Swift,
Andrea Swift,
Scott Swift,
Joel Little
","17,209",85.0,
3395,Wira,(2019),"
Action            ",6.3,"
After leaving the military, Hassan returns home to help his sister settle a debt to the local gang boss. To do so they must team up to fight the gangster's son and daughter in the ring.","
    Director:
Adrian Teh
|
    Stars:
Hairul Azreen,
Fify Azmi,
Hilal Azman,
Henley Hii
",394,109.0,
4703,Tutte lo vogliono,(2015),"
Comedy            ",5.3,"
Chiara is looking for a man able to remedy her frigidity but a misunderstanding leads her to Orazio, a dreamer who has not had a relationship in years.","
    Director:
Alessio Maria Federici
|
    Stars:
Enrico Brignano,
Vanessa Incontrada,
Giulio Berruti,
Gianna Paola Scaffidi
",498,85.0,
4430,Becoming Champions,(2018– ),"
Documentary, Sport            ",6.7,"
The world's most popular sport. The biggest event on earth. The most coveted trophy. Only 8 countries have ever won it. Never before has this been covered. This Series explores each of the ...                See full summary »
","
",350,,
9771, The Circle,(2020– ),"
Game-Show, Reality-TV            ",8.1,"
Host Michelle Buteau greets the finalists as they prepare for one last rating - and a face-to-face meetup. Who will take home the $100,000 prize?","

    Stars:
Michelle Buteau,
Jack Atkins,
Lance Bass,
Khat Bell
",99,50.0,
3821,The Rope Curse 2,(2020),"
Horror            ",4.8,"
Jia-min, who was born sensitive to the paranormal, tries to summon ""Yi-A-Gu"" with two streamers. Huo-ge helps Jia-min subdue the spirit when the situation goes out of hand. Huo-ge possesses...                See full summary »
","
    Director:
Shih-Han Liao
|
    Stars:
Kang-sheng Lee,
Wilson Hsu,
Vera Chen,
Bor-Jeng Chen
",270,104.0,
1590,Coffee & Kareem,(2020),"
Action, Comedy, Crime            ",5.1,"
Twelve-year-old Kareem Manning hires a criminal to scare his mom's new boyfriend -police officer James Coffee - but it backfires, forcing Coffee and Kareem to team up in order to save themselves from Detroit's most ruthless drug kingpin.","
    Director:
Michael Dowse
|
    Stars:
Ed Helms,
Taraji P. Henson,
Terrence Little Gardenhigh,
Betty Gilpin
","12,524",88.0,
7294, 3Below: Tales of Arcadia,(2018–2019),"
Animation, Action, Adventure            ",8.6,"
With the fate of the universe at stake, the royal heirs and their allies must gather their forces for the ultimate battle to defeat General Morando.","
    Directors:
Rodrigo Blaas,
Johane Matte
|
    Stars:
Tatiana Maslany,
Diego Luna,
Nick Offerman,
Alon Aboutboul
",148,22.0,
7949, Narcoworld: Dope Stories,(2019– ),"
Documentary, Crime            ",7.5,"
In the poorest areas of Rio de Janeiro, elite teams of police officers risk their lives fighting brutal drug gangs with nothing to lose.","
    Director:
Seamus Mirodan
|
    Star:
Michael Beach
",28,37.0,
4127,La grande classe,(2019),"
Comedy            ",5.3,"
Eager to flaunt their success in front of old bullies and teenage crushes, two best friends spend a wild night at their middle school reunion.","
    Directors:
Remy Four,
Julien War
|
    Stars:
Ludovik,
Jérôme Niel,
Nicolas Berno,
Johann Dionnet
","1,089",83.0,
8193, Next in Fashion,(2020),"
Reality-TV            ",8.1,"
The ultimate: Create a dream collection of 10 looks in only three days. After a gauntlet of challenges and emotions, who will be named Next in Fashion?","

    Stars:
Alexa Chung,
Tan France,
Marco Morante,
Prasad Romijn
",85,,
900,Always Be My Maybe,(2019),"
Comedy, Romance            ",6.8,"
Everyone assumed Sasha and Marcus would wind up together except for Sasha and Marcus. Reconnecting after 15 years, the two start to wonder - maybe?","
    Director:
Nahnatchka Khan
|
    Stars:
Ali Wong,
Randall Park,
James Saito,
Michelle Buteau
","49,867",101.0,
594,Vis a vis,(2015–2019),"
Drama, Thriller            ",8.2,"
She broke the law for the boss she fell in love with. Now this naive girl has to pay the price.","

    Stars:
Alba Flores,
María Isabel Díaz Lago,
Marta Aledo,
Najwa Nimri
","18,606",53.0,
9005, Buddi,(2020– ),"
Animation            ",,"
With kindness, curiosity and childlike wonder, five best friends explore their colourful world and find the extraordinary in everyday things.","
    Directors:
Robert Milne,
Karen Ullmann,
Jason Jameson
|
    Stars:
Greta Jameson,
Ralf Jameson,
Clementine Laikin,
Felix Laikin
",,,
567,Girl From Nowhere,(2018– ),"
Crime, Drama, Fantasy            ",7.7,"
A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.","

    Stars:
Chicha Amatayakul,
Tris Ren,
Naomi Amante,
Rich Ting
","2,703",45.0,
5097,Dressing Funny,(2019– ),"
Comedy            ",7.0,"
Each episode, Tan France dresses ""some of the funniest people on the planet!""","

    Stars:
Tan France,
Colleen Ballinger,
Pete Davidson,
Rachel Dratch
",33,,
5865,Echelon 8,(2009),"
Action, Crime, Drama            ",3.6,"
A new government agency with the right to domestic charter is reformed to prevent another terrorist attack in the United States.","
    Director:
Joe Valenti
|
    Stars:
David Wenzel,
Rick Lohman,
Russell Friedenberg,
Allan Walker
",126,118.0,
2437,Vampires,(2020– ),"
Drama, Fantasy, Horror            ",5.6,"
A Parisian teenager who is half human, half vampire grapples with her emerging powers, and family turmoil as she is pursued by a secret vampire community.","

    Stars:
Kate Moran,
Mounir Amamra,
Juliette Cardinski,
Pierre Lottin
","1,081",,
5858,Most High,(2004),"
Drama            ",6.5,"
Set against the backdrop of crystal meth abuse, Most High is a painfully intimate examination of a young man in crisis. Drugs are incidental. Nonjudgmental yet brutally honest, Most High ...                See full summary »
","
    Director:
Marty Sader
|
    Stars:
Marty Sader,
Laura Keys,
Kenyon Robertson,
Josh Taback
",280,95.0,
1421,Sierra Burgess Is a Loser,(2018),"
Comedy, Drama, Romance            ",5.8,"
A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.","
    Director:
Ian Samuels
|
    Stars:
Shannon Purser,
Kristine Froseth,
RJ Cyler,
Noah Centineo
","36,624",105.0,
2049,Anima,(I) (2019),"
Short, Music            ",7.7,"
In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead scores and stars in a mind-bending visual piece. Best played loud.","
    Director:
Paul Thomas Anderson
|
    Stars:
Thom Yorke,
Dajana Roncione,
Frida Dam Seidel,
Joseba Yerro Izaguirre
","10,114",15.0,
3808,Netflix Anime,(2020– ),"
Animation            ",,"
Add a Plot
","

    Stars:
Akidearest,
Joey Bizinger,
Connor Colquhoun,
Garnt Maneetapho
",,,
7524, Power Rangers Beast Morphers,(2019–2020),"
Action, Adventure, Drama            ",7.3,"
The Beast Morphers Rangers are hypnotized into believing that they are the characters they dressed up as for Halloween.","
    Director:
Oliver Driver
|
    Stars:
Rorrie D. Travis,
Jasmeet Baduwalia,
Jacqueline Scislowski,
Abraham Rodriguez
",30,,
5821,Lostorage incited Wixoss,(2016– ),"
Animation, Drama, Fantasy            ",5.6,"
High school student Homura Suzuko has returned to Ikebukuro, the town where she grew up. ""We're friends forever!"" She treasures her memories of her old friend from when she was little, ...                See full summary »
","

    Stars:
Chinami Hashimoto,
Yuka Iguchi,
Kana Asumi,
Saori Gotô
",39,24.0,
4975,Jo Koy: In His Elements,(2020 TV Special),"
Comedy            ",5.3,"
Jo Koy returns to the Philippines to show off the local culture and headline a special featuring Filipino American comedians, DJs and hip-hop dancers.","
    Director:
Michael McKay
|
    Stars:
Fateeha,
Joey Guila,
Jo Koy,
Llmind
",415,55.0,
1161,Step Up Revolution,(2012),"
Drama, Music, Romance            ",6.4,"
Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.","
    Director:
Scott Speer
|
    Stars:
Kathryn McCormick,
Ryan Guzman,
Cleopatra Coleman,
Misha Gabriel Hamilton
","54,763",99.0,$35.07M
3818,The Speed Cubers,(2020),"
Documentary, Short, Sport            ",7.4,"
Discover the special bond -- and uncommon competitive spirit -- shared by the world's Rubik's Cube-solving record breakers in this documentary.","
    Director:
Sue Kim
|
    Stars:
Max Park,
Schwan Park,
Philipp Weyer,
Feliks Zemdegs
","2,904",39.0,
1628,The Warrior's Way,(2010),"
Action, Fantasy, Western            ",6.3,"
A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.","
    Director:
Sngmoo Lee
|
    Stars:
Jang Dong-Gun,
Kate Bosworth,
Geoffrey Rush,
Danny Huston
","25,758",100.0,$5.66M
8890, Transformers: War for Cybertron,(2020–2021),"
Animation, Action, Adventure            ",7.7,"
Above the planet where the Allspark lies, the Autobots and Decepticons battle while Deseeus closes in to exact revenge upon them all.","
    Directors:
Takashi Kamei,
Kazuma Shimizu
|
    Stars:
Jason Marnocha,
Jake Foushee,
Joe Zieja,
Frank Todaro
",116,24.0,
4409,Tarung Sarung,(2020),"
Action, Adventure, Drama            ",6.5,"
Wealthy and spoiled, a young man finds something to fight for when he falls in love with an environment activist protesting his family's business.","
    Director:
Archie Hekagery
|
    Stars:
Panji Zoni,
Yayan Ruhian,
Maizura,
Cemal Faruk
",159,115.0,
